Timestamp, Filename, Latitude, North/South, Longitude, East/West
03-02-2023 16:03:34; image_000.jpg; 49/1,10/1,330/10; N; 8/1,52/1,513/10; E 
03-02-2023 16:04:35; image_001.jpg; 47/1,46/1,89/10; N; 14/1,8/1,596/10; E 
03-02-2023 16:05:36; image_002.jpg; 46/1,6/1,399/10; N; 19/1,6/1,196/10; E 
03-02-2023 16:06:36; image_003.jpg; 44/1,13/1,493/10; N; 23/1,44/1,144/10; E 
